date,open,high,low,close,volume
2025-03-21,10.029999732971191,10.039999961853027,10.010000228881836,10.020000457763672,6324700
2025-03-24,10.03499984741211,10.039999961853027,10.020000457763672,10.020000457763672,255000
2025-03-25,10.029999732971191,10.039999961853027,10.020000457763672,10.029999732971191,289300
2025-03-26,10.020000457763672,10.039999961853027,10.020000457763672,10.029999732971191,89100
2025-03-27,10.03499984741211,10.050000190734863,10.024999618530273,10.029999732971191,172600
2025-03-28,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,15600
2025-03-31,10.039999961853027,10.039999961853027,10.029999732971191,10.029999732971191,51100
2025-04-01,10.020000457763672,10.039999961853027,10.020000457763672,10.039999961853027,200
2025-04-02,10.029000282287598,10.029999732971191,10.020000457763672,10.020000457763672,6200
2025-04-03,10.029999732971191,10.029999732971191,10.020000457763672,10.024999618530273,3000
2025-04-04,10.020000457763672,10.029999732971191,10.010000228881836,10.029999732971191,293600
2025-04-07,10.020000457763672,10.029999732971191,10.020000457763672,10.020000457763672,166200
2025-04-08,10.039999961853027,10.039999961853027,10.020000457763672,10.039999961853027,175600
2025-04-09,10.020000457763672,10.039999961853027,10.020000457763672,10.020000457763672,3800
2025-04-10,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,4800
2025-04-11,10.029999732971191,10.039999961853027,10.029999732971191,10.039999961853027,104300
2025-04-14,9.970000267028809,10.039999961853027,9.970000267028809,10.029999732971191,1800
2025-04-15,10.029999732971191,10.029999732971191,10.010000228881836,10.029999732971191,3400
2025-04-16,10.029999732971191,10.039999961853027,10.020000457763672,10.039999961853027,1700
2025-04-17,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,600
2025-04-21,10.039999961853027,10.050000190734863,10.010000228881836,10.017999649047852,25700
2025-04-22,10.039999961853027,10.050000190734863,10.029999732971191,10.039999961853027,3500
2025-04-23,10.039999961853027,10.050000190734863,10.039999961853027,10.050000190734863,175300
2025-04-24,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,0
2025-04-25,10.02400016784668,10.0649995803833,10.02400016784668,10.050000190734863,134000
2025-04-28,10.069999694824219,10.079999923706055,10.039999961853027,10.050000190734863,110100
2025-04-29,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,190100
2025-04-30,10.050000190734863,10.0600004196167,10.050000190734863,10.050000190734863,101000
2025-05-01,10.050000190734863,10.09000015258789,10.050000190734863,10.09000015258789,28900
2025-05-02,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,0
2025-05-05,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,0
2025-05-06,10.071000099182129,10.071000099182129,10.0600004196167,10.0600004196167,400
2025-05-07,10.064000129699707,10.076000213623047,10.0600004196167,10.0600004196167,4400
2025-05-08,10.0600004196167,10.079999923706055,10.0600004196167,10.079999923706055,300900
2025-05-09,10.085000038146973,10.085000038146973,10.069999694824219,10.069999694824219,88300
2025-05-12,10.079999923706055,10.25,10.079999923706055,10.149999618530273,10900
2025-05-13,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,200
2025-05-14,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,0
2025-05-15,10.0600004196167,10.109999656677246,10.0600004196167,10.109999656677246,10600
2025-05-16,10.149999618530273,10.25,10.149999618530273,10.23900032043457,800
2025-05-19,10.069999694824219,10.140000343322754,10.050000190734863,10.140000343322754,44600
2025-05-20,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,0
2025-05-21,10.1899995803833,10.1899995803833,10.119999885559082,10.119999885559082,300
2025-05-22,10.130000114440918,10.220000267028809,10.130000114440918,10.220000267028809,300
2025-05-23,10.210000038146973,10.210000038146973,10.109999656677246,10.109999656677246,200
2025-05-27,10.130000114440918,10.130000114440918,10.130000114440918,10.130000114440918,100
2025-05-28,10.130000114440918,10.130000114440918,10.109999656677246,10.119999885559082,9500
2025-05-29,10.119999885559082,10.119999885559082,10.119999885559082,10.119999885559082,0
2025-05-30,10.220000267028809,10.220000267028809,10.15999984741211,10.15999984741211,3000
2025-06-02,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,0
2025-06-03,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,600
2025-06-04,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,0
2025-06-05,10.149999618530273,10.175000190734863,10.149999618530273,10.159000396728516,500
2025-06-06,10.159000396728516,10.159000396728516,10.159000396728516,10.159000396728516,0
2025-06-09,10.15999984741211,10.25,10.149999618530273,10.180000305175781,31500
2025-06-10,10.180000305175781,10.1899995803833,10.180000305175781,10.1899995803833,300
