date,open,high,low,close,volume
2024-07-25,20.799999237060547,30.0,20.0,22.799999237060547,966875
2024-07-26,22.079999923706055,25.559999465942383,22.079999923706055,22.1200008392334,77775
2024-07-29,22.280000686645508,23.607999801635742,21.6560001373291,21.68000030517578,34525
2024-07-30,21.8799991607666,22.600000381469727,21.200000762939453,21.479999542236328,10825
2024-07-31,21.959999084472656,21.959999084472656,20.0,20.239999771118164,20800
2024-08-01,19.719999313354492,21.719999313354492,18.031999588012695,21.719999313354492,19175
2024-08-02,21.68000030517578,22.360000610351562,21.200000762939453,21.59600067138672,4200
2024-08-05,21.399999618530273,21.520000457763672,20.0,20.520000457763672,19750
2024-08-06,20.899999618530273,21.18000030517578,20.200000762939453,20.639999389648438,4350
2024-08-07,21.576000213623047,21.600000381469727,20.959999084472656,21.43600082397461,5225
2024-08-08,21.600000381469727,21.600000381469727,20.399999618530273,20.8799991607666,13600
2024-08-09,21.520000457763672,22.0,21.520000457763672,22.0,1975
2024-08-12,22.0,28.799999237060547,22.0,25.1200008392334,84500
2024-08-13,25.600000381469727,27.84000015258789,23.600000381469727,25.799999237060547,44150
2024-08-14,25.799999237060547,26.799999237060547,22.799999237060547,23.940000534057617,27475
2024-08-15,25.399999618530273,25.399999618530273,20.8799991607666,21.200000762939453,37350
2024-08-16,22.200000762939453,23.799999237060547,16.399999618530273,18.399999618530273,680000
2024-08-19,19.31999969482422,22.0,19.0,22.0,30975
2024-08-20,21.079999923706055,22.920000076293945,20.200000762939453,21.84000015258789,69800
2024-08-21,21.399999618530273,21.492000579833984,20.083999633789062,20.600000381469727,83475
2024-08-22,20.639999389648438,21.559999465942383,20.239999771118164,20.639999389648438,10300
2024-08-23,20.31999969482422,21.479999542236328,19.040000915527344,19.95199966430664,17200
2024-08-26,19.360000610351562,21.200000762939453,19.079999923706055,20.68000030517578,16300
2024-08-27,21.84000015258789,22.68000030517578,20.639999389648438,22.399999618530273,26325
2024-08-28,22.079999923706055,23.200000762939453,21.200000762939453,22.139999389648438,32100
2024-08-29,22.360000610351562,23.079999923706055,20.280000686645508,20.920000076293945,11225
2024-08-30,21.200000762939453,21.920000076293945,19.200000762939453,19.479999542236328,41975
2024-09-03,19.440000534057617,21.0,17.600000381469727,17.68000030517578,248225
2024-09-04,17.31999969482422,19.200000762939453,14.15999984741211,16.040000915527344,133950
2024-09-05,15.640000343322754,17.559999465942383,15.119999885559082,17.479999542236328,239350
2024-09-06,17.959999084472656,18.8799991607666,16.68000030517578,18.8799991607666,191275
2024-09-09,17.959999084472656,18.65999984741211,17.0,17.15999984741211,165825
2024-09-10,16.84000015258789,19.959999084472656,16.799999237060547,19.0,54625
2024-09-11,18.600000381469727,19.84000015258789,18.440000534057617,19.520000457763672,6025
2024-09-12,18.920000076293945,22.399999618530273,18.84000015258789,20.600000381469727,53450
2024-09-13,19.920000076293945,20.799999237060547,18.360000610351562,18.399999618530273,10975
2024-09-16,19.600000381469727,19.600000381469727,18.0,18.1200008392334,9200
2024-09-17,18.440000534057617,19.360000610351562,17.15999984741211,17.5,11425
2024-09-18,18.479999542236328,19.559999465942383,17.799999237060547,18.360000610351562,710925
2024-09-19,19.0,19.959999084472656,16.079999923706055,19.760000228881836,455000
2024-09-20,19.639999389648438,21.0,19.15999984741211,20.360000610351562,539025
2024-09-23,20.1200008392334,20.799999237060547,19.360000610351562,19.920000076293945,402775
2024-09-24,19.68000030517578,20.479999542236328,19.167999267578125,19.200000762939453,46725
2024-09-25,19.040000915527344,19.959999084472656,19.0,19.239999771118164,29700
2024-09-26,19.559999465942383,19.920000076293945,18.040000915527344,18.440000534057617,34150
2024-09-27,18.520000457763672,19.360000610351562,18.040000915527344,18.799999237060547,32350
2024-09-30,18.959999084472656,19.559999465942383,18.84000015258789,19.0,9300
2024-10-01,19.0,19.280000686645508,17.399999618530273,18.719999313354492,53375
2024-10-02,18.440000534057617,21.0,18.1200008392334,21.0,67675
2024-10-03,20.799999237060547,22.0,19.719999313354492,21.1200008392334,21950
2024-10-04,20.31999969482422,21.479999542236328,20.200000762939453,20.399999618530273,37625
2024-10-07,20.239999771118164,21.38800048828125,19.68000030517578,20.520000457763672,9125
2024-10-08,22.040000915527344,22.15999984741211,20.0,20.479999542236328,1228525
2024-10-09,20.479999542236328,21.399999618530273,19.239999771118164,21.200000762939453,265100
2024-10-10,20.600000381469727,26.719999313354492,20.600000381469727,26.040000915527344,1131050
2024-10-11,26.1200008392334,28.399999618530273,24.079999923706055,27.200000762939453,89950
2024-10-14,27.600000381469727,31.0,27.600000381469727,29.440000534057617,84500
2024-10-15,29.920000076293945,30.0,26.399999618530273,28.239999771118164,32050
2024-10-16,26.84000015258789,29.799999237060547,25.600000381469727,27.920000076293945,298500
