date,close,adj_close
1998-01-02,0.145089,0.121612
1998-01-05,0.141741,0.118806
1998-01-06,0.169085,0.141726
1998-01-07,0.156250,0.130968
1998-01-08,0.162388,0.136112
1998-01-09,0.162388,0.136112
1998-01-12,0.162946,0.136580
1998-01-13,0.174107,0.145935
1998-01-14,0.176339,0.147806
1998-01-15,0.171317,0.143597
1998-01-16,0.167969,0.140790
1998-01-20,0.170201,0.142661
1998-01-21,0.168806,0.141492
1998-01-22,0.171875,0.144064
1998-01-23,0.174107,0.145935
1998-01-26,0.173549,0.145467
1998-01-27,0.170759,0.143129
1998-01-28,0.171317,0.143597
1998-01-29,0.165179,0.138452
1998-01-30,0.163504,0.137048
1998-02-02,0.157924,0.132371
1998-02-03,0.163504,0.137048
1998-02-04,0.162946,0.136580
1998-02-05,0.163504,0.137048
1998-02-06,0.165179,0.138452
1998-02-09,0.171317,0.143597
1998-02-10,0.173549,0.145467
1998-02-11,0.169643,0.142193
1998-02-12,0.172991,0.145000
1998-02-13,0.174107,0.145935
1998-02-17,0.175223,0.146871
1998-02-18,0.183594,0.153887
1998-02-19,0.182478,0.152952
1998-02-20,0.178571,0.149677
1998-02-23,0.189732,0.159032
1998-02-24,0.190290,0.159500
1998-02-25,0.199219,0.166984
1998-02-26,0.209821,0.175870
1998-02-27,0.210938,0.176807
1998-03-02,0.203125,0.170258
1998-03-03,0.206473,0.173064
1998-03-04,0.218192,0.182887
1998-03-05,0.214844,0.180081
1998-03-06,0.218192,0.182887
1998-03-09,0.203125,0.170258
1998-03-10,0.214844,0.180081
1998-03-11,0.233259,0.195516
1998-03-12,0.241071,0.202064
1998-03-13,0.242188,0.203000
1998-03-16,0.238281,0.199725
1998-03-17,0.235212,0.197153
1998-03-18,0.240513,0.201596
1998-03-19,0.238839,0.200193
1998-03-20,0.235491,0.197387
1998-03-23,0.233259,0.195516
1998-03-24,0.250000,0.209548
1998-03-25,0.242467,0.203234
1998-03-26,0.237165,0.198790
1998-03-27,0.240513,0.201596
1998-03-30,0.244978,0.205339
1998-03-31,0.245536,0.205806
1998-04-01,0.245536,0.205806
1998-04-02,0.243862,0.204403
1998-04-03,0.241629,0.202531
1998-04-06,0.234375,0.196451
1998-04-07,0.227679,0.190839
1998-04-08,0.223214,0.187096
1998-04-09,0.228795,0.191774
1998-04-13,0.236049,0.197854
1998-04-14,0.240513,0.201596
1998-04-15,0.244978,0.205339
1998-04-16,0.255580,0.214225
1998-04-17,0.249442,0.209080
1998-04-20,0.258929,0.217032
1998-04-21,0.258929,0.217032
1998-04-22,0.245536,0.205806
1998-04-23,0.247210,0.207209
1998-04-24,0.249442,0.209080
1998-04-27,0.247768,0.207677
1998-04-28,0.240513,0.201596
1998-04-29,0.241071,0.202064
1998-04-30,0.244420,0.204871
1998-05-01,0.250000,0.209548
1998-05-04,0.259487,0.217500
1998-05-05,0.265067,0.222177
1998-05-06,0.270647,0.226854
1998-05-07,0.269531,0.225919
1998-05-08,0.271763,0.227790
1998-05-11,0.276228,0.231532
1998-05-12,0.268973,0.225451
1998-05-13,0.271763,0.227790
1998-05-14,0.268415,0.224983
1998-05-15,0.263951,0.221242
1998-05-18,0.254464,0.213290
1998-05-19,0.262277,0.219838
1998-05-20,0.263951,0.221242
1998-05-21,0.257813,0.216097
1998-05-22,0.248884,0.208613
1998-05-26,0.238281,0.199725
1998-05-27,0.238839,0.200193
1998-05-28,0.244978,0.205339
1998-05-29,0.237723,0.199258
1998-06-01,0.234375,0.196451
1998-06-02,0.239955,0.201128
1998-06-03,0.234933,0.196919
1998-06-04,0.239397,0.200661
1998-06-05,0.239955,0.201128
1998-06-08,0.243304,0.203935
1998-06-09,0.252232,0.211419
1998-06-10,0.250558,0.210016
1998-06-11,0.248326,0.208145
1998-06-12,0.251116,0.210483
1998-06-15,0.245536,0.205806
1998-06-16,0.250000,0.209548
1998-06-17,0.251116,0.210483
1998-06-18,0.243862,0.204403
1998-06-19,0.241629,0.202531
1998-06-22,0.244420,0.204871
1998-06-23,0.248326,0.208145
1998-06-24,0.252232,0.211419
1998-06-25,0.255022,0.213757
1998-06-26,0.251674,0.210951
1998-06-29,0.256138,0.214693
1998-06-30,0.256138,0.214693
1998-07-01,0.267299,0.224048
1998-07-02,0.258929,0.217032
1998-07-06,0.271205,0.227322
1998-07-07,0.272321,0.228257
1998-07-08,0.290737,0.243693
1998-07-09,0.282924,0.237145
1998-07-10,0.286272,0.239951
1998-07-13,0.303013,0.253983
1998-07-14,0.298549,0.250241
1998-07-15,0.307478,0.257726
1998-07-16,0.334821,0.280644
1998-07-17,0.329241,0.275967
1998-07-20,0.323661,0.271290
1998-07-21,0.318080,0.266612
1998-07-22,0.312500,0.261935
1998-07-23,0.311942,0.261467
1998-07-24,0.309710,0.259596
1998-07-27,0.307478,0.257726
1998-07-28,0.300223,0.251645
1998-07-29,0.313616,0.262870
1998-07-30,0.325893,0.273161
1998-07-31,0.309152,0.259129
1998-08-03,0.313616,0.262870
1998-08-04,0.305246,0.255855
1998-08-05,0.321429,0.269419
1998-08-06,0.329241,0.275967
1998-08-07,0.325893,0.273161
1998-08-10,0.338728,0.283919
1998-08-11,0.348214,0.291870
1998-08-12,0.357701,0.299822
1998-08-13,0.352121,0.295145
1998-08-14,0.361607,0.303096
1998-08-17,0.374442,0.313854
1998-08-18,0.380022,0.318531
1998-08-19,0.366071,0.306838
1998-08-20,0.362723,0.304032
1998-08-21,0.383929,0.321806
1998-08-24,0.367746,0.308242
1998-08-25,0.364397,0.305435
1998-08-26,0.360491,0.302161
1998-08-27,0.334821,0.280644
1998-08-28,0.305246,0.255855
1998-08-31,0.278460,0.233403
1998-09-01,0.304688,0.255387
1998-09-02,0.317522,0.266144
1998-09-03,0.309152,0.259129
1998-09-04,0.313616,0.262870
1998-09-08,0.341518,0.286258
1998-09-09,0.333705,0.279709
1998-09-10,0.340402,0.285322
1998-09-11,0.335938,0.281581
1998-09-14,0.332031,0.278306
1998-09-15,0.340960,0.285790
1998-09-16,0.333147,0.279241
1998-09-17,0.321429,0.269419
1998-09-18,0.328125,0.275032
1998-09-21,0.329799,0.276435
1998-09-22,0.330357,0.276903
1998-09-23,0.342076,0.286725
1998-09-24,0.343750,0.288129
1998-09-25,0.345982,0.289999
1998-09-28,0.348772,0.292338
1998-09-29,0.352679,0.295613
1998-09-30,0.340402,0.285322
1998-10-01,0.318638,0.267080
1998-10-02,0.313058,0.262403
1998-10-05,0.287388,0.240886
1998-10-06,0.290737,0.243693
1998-10-07,0.285156,0.239015
1998-10-08,0.275112,0.230597
1998-10-09,0.313616,0.262870
1998-10-12,0.334263,0.280177
1998-10-13,0.345982,0.289999
1998-10-14,0.333705,0.279709
1998-10-15,0.327009,0.274096
1998-10-16,0.327567,0.274564
1998-10-19,0.334821,0.280644
1998-10-20,0.321987,0.269887
1998-10-21,0.331473,0.277838
1998-10-22,0.328125,0.275032
1998-10-23,0.316964,0.265677
1998-10-26,0.334263,0.280177
1998-10-27,0.314732,0.263806
1998-10-28,0.328683,0.275499
1998-10-29,0.325335,0.272693
1998-10-30,0.331473,0.277838
1998-11-02,0.335938,0.281581
1998-11-03,0.337612,0.282984
1998-11-04,0.345424,0.289532
1998-11-05,0.340960,0.285790
1998-11-06,0.339844,0.284855
1998-11-09,0.327009,0.274096
1998-11-10,0.313616,0.262870
1998-11-11,0.299665,0.251177
1998-11-12,0.303571,0.254451
1998-11-13,0.318638,0.267080
1998-11-16,0.321429,0.269419
1998-11-17,0.310826,0.260532
1998-11-18,0.316406,0.265209
1998-11-19,0.319196,0.267548
1998-11-20,0.315290,0.264274
1998-11-23,0.323661,0.271290
1998-11-24,0.320871,0.268952
1998-11-25,0.313616,0.262870
1998-11-27,0.313058,0.262403
1998-11-30,0.285156,0.239015
1998-12-01,0.304688,0.255387
1998-12-02,0.321429,0.269419
1998-12-03,0.300781,0.252112
1998-12-04,0.292411,0.245097
1998-12-07,0.301339,0.252580
1998-12-08,0.286272,0.239951
1998-12-09,0.285714,0.239483
1998-12-10,0.285714,0.239483
1998-12-11,0.301339,0.252580
1998-12-14,0.290179,0.243226
1998-12-15,0.299665,0.251177
1998-12-16,0.292969,0.245564
1998-12-17,0.298549,0.250241
1998-12-18,0.314174,0.263338
1998-12-21,0.313058,0.262403
1998-12-22,0.339286,0.284387
1998-12-23,0.355469,0.297951
1998-12-24,0.350446,0.293741
1998-12-28,0.364955,0.305902
1998-12-29,0.364397,0.305435
1998-12-30,0.357701,0.299822
1998-12-31,0.365513,0.306370
1999-01-04,0.368304,0.308709
1999-01-05,0.386719,0.324145
1999-01-06,0.372768,0.312451
1999-01-07,0.401786,0.336774
1999-01-08,0.401786,0.336774
1999-01-11,0.409598,0.343322
1999-01-12,0.411830,0.345193
1999-01-13,0.415179,0.348000
1999-01-14,0.369420,0.309645
1999-01-15,0.368862,0.309177
1999-01-19,0.364955,0.305902
1999-01-20,0.362165,0.303564
1999-01-21,0.346540,0.290467
1999-01-22,0.345982,0.289999
1999-01-25,0.351563,0.294677
1999-01-26,0.361607,0.303096
1999-01-27,0.358259,0.300290
1999-01-28,0.364955,0.305902
1999-01-29,0.367746,0.308242
1999-02-01,0.365513,0.306370
1999-02-02,0.349888,0.293273
1999-02-03,0.358817,0.300758
