date,close,adj_close
1998-01-02,7.421875,4.426814
1998-01-05,7.562500,4.510691
1998-01-06,7.515625,4.482732
1998-01-07,7.500000,4.473412
1998-01-08,7.484375,4.464093
1998-01-09,7.390625,4.408175
1998-01-12,7.406250,4.417495
1998-01-13,7.453125,4.445454
1998-01-14,7.328125,4.370897
1998-01-15,7.390625,4.408175
1998-01-16,7.406250,4.417495
1998-01-20,7.359375,4.389536
1998-01-21,7.250000,4.324299
1998-01-22,7.312500,4.361577
1998-01-23,7.250000,4.324299
1998-01-26,7.265625,4.333618
1998-01-27,7.343750,4.380216
1998-01-28,7.375000,4.398855
1998-01-29,7.562500,4.510691
1998-01-30,7.640625,4.557289
1998-02-02,7.734375,4.613206
1998-02-03,7.656250,4.566608
1998-02-04,7.812500,4.659805
1998-02-05,7.921875,4.725042
1998-02-06,7.859375,4.687763
1998-02-09,7.859375,4.687763
1998-02-10,7.843750,4.678444
1998-02-11,7.906250,4.715722
1998-02-12,7.906250,4.715722
1998-02-13,7.828125,4.669124
1998-02-17,7.906250,4.715722
1998-02-18,7.843750,4.678444
1998-02-19,7.859375,4.687763
1998-02-20,7.906250,4.715722
1998-02-23,7.921875,4.725042
1998-02-24,7.875000,4.697083
1998-02-25,7.937500,4.734361
1998-02-26,7.937500,4.734361
1998-02-27,7.906250,4.715722
1998-03-02,7.859375,4.687763
1998-03-03,7.906250,4.715722
1998-03-04,7.875000,4.697083
1998-03-05,7.968750,4.753001
1998-03-06,7.843750,4.678444
1998-03-09,7.843750,4.678444
1998-03-10,7.781250,4.641165
1998-03-11,7.718750,4.603887
1998-03-12,7.687500,4.585248
1998-03-13,7.562500,4.510691
1998-03-16,7.640625,4.557289
1998-03-17,7.625000,4.547969
1998-03-18,7.531250,4.492052
1998-03-19,7.593750,4.529330
1998-03-20,7.593750,4.529330
1998-03-23,7.562500,4.510691
1998-03-24,7.500000,4.473412
1998-03-25,7.500000,4.473412
1998-03-26,7.546875,4.501371
1998-03-27,7.546875,4.501371
1998-03-30,7.578125,4.520010
1998-03-31,7.531250,4.492052
1998-04-01,7.593750,4.529330
1998-04-02,7.609375,4.538650
1998-04-03,7.687500,4.585248
1998-04-06,7.734375,4.613206
1998-04-07,7.734375,4.613206
1998-04-08,7.703125,4.594567
1998-04-09,7.703125,4.594567
1998-04-13,7.562500,4.510691
1998-04-14,7.593750,4.529330
1998-04-15,7.703125,4.594567
1998-04-16,7.640625,4.557289
1998-04-17,7.593750,4.529330
1998-04-20,7.593750,4.529330
1998-04-21,7.796875,4.650485
1998-04-22,8.093750,4.827558
1998-04-23,8.109375,4.836877
1998-04-24,7.906250,4.715722
1998-04-27,7.718750,4.603887
1998-04-28,7.640625,4.557289
1998-04-29,7.671875,4.575928
1998-04-30,7.718750,4.603887
1998-05-01,7.828125,4.669124
1998-05-04,7.906250,4.715722
1998-05-05,7.953125,4.743681
1998-05-06,7.875000,4.697083
1998-05-07,7.750000,4.622526
1998-05-08,7.750000,4.622526
1998-05-11,7.796875,4.650485
1998-05-12,7.718750,4.603887
1998-05-13,7.625000,4.547969
1998-05-14,7.562500,4.510691
1998-05-15,7.593750,4.529330
1998-05-18,7.562500,4.510691
1998-05-19,7.468750,4.454773
1998-05-20,7.375000,4.398855
1998-05-21,7.296875,4.352257
1998-05-22,7.250000,4.324299
1998-05-26,7.265625,4.333618
1998-05-27,7.218750,4.305659
1998-05-28,7.203125,4.296340
1998-05-29,7.375000,4.398855
1998-06-01,7.609375,4.538650
1998-06-02,7.531250,4.492052
1998-06-03,7.515625,4.482732
1998-06-04,7.515625,4.482732
1998-06-05,7.531250,4.492052
1998-06-08,7.468750,4.454773
1998-06-09,7.500000,4.473412
1998-06-10,7.468750,4.454773
1998-06-11,7.484375,4.464093
1998-06-12,7.484375,4.464093
1998-06-15,7.453125,4.445454
1998-06-16,7.406250,4.417495
1998-06-17,7.468750,4.454773
1998-06-18,7.375000,4.398855
1998-06-19,7.312500,4.361577
1998-06-22,7.343750,4.380216
1998-06-23,7.312500,4.361577
1998-06-24,7.296875,4.352257
1998-06-25,7.265625,4.333618
1998-06-26,7.203125,4.296340
1998-06-29,7.109375,4.240422
1998-06-30,7.078125,4.221783
1998-07-01,7.140625,4.259061
1998-07-02,7.234375,4.314979
1998-07-06,7.203125,4.296340
1998-07-07,7.312500,4.361577
1998-07-08,7.437500,4.436134
1998-07-09,7.281250,4.342938
1998-07-10,7.328125,4.370897
1998-07-13,7.406250,4.417495
1998-07-14,7.468750,4.454773
1998-07-15,7.562500,4.510691
1998-07-16,7.500000,4.473412
1998-07-17,7.515625,4.482732
1998-07-20,7.468750,4.454773
1998-07-21,7.437500,4.436134
1998-07-22,7.312500,4.361577
1998-07-23,7.281250,4.342938
1998-07-24,7.218750,4.305659
1998-07-27,7.140625,4.259061
1998-07-28,7.031250,4.193824
1998-07-29,6.937500,4.137906
1998-07-30,6.968750,4.156546
1998-07-31,6.953125,4.147226
1998-08-03,6.937500,4.137906
1998-08-04,6.906250,4.119267
1998-08-05,6.937500,4.137906
1998-08-06,7.015625,4.184504
1998-08-07,7.140625,4.259061
1998-08-10,7.015625,4.184504
1998-08-11,7.031250,4.193824
1998-08-12,7.015625,4.184504
1998-08-13,6.890625,4.109948
1998-08-14,6.906250,4.119267
1998-08-17,6.843750,4.081989
1998-08-18,6.843750,4.081989
1998-08-19,6.828125,4.072669
1998-08-20,6.968750,4.156546
1998-08-21,6.875000,4.100628
1998-08-24,6.875000,4.100628
1998-08-25,6.859375,4.091308
1998-08-26,6.828125,4.072669
1998-08-27,6.734375,4.016752
1998-08-28,6.640625,3.960834
1998-08-31,6.546875,3.904916
1998-09-01,6.468750,3.858318
1998-09-02,6.453125,3.848999
1998-09-03,6.500000,3.876957
1998-09-04,6.500000,3.876957
1998-09-08,6.468750,3.858318
1998-09-09,7.156250,4.268381
1998-09-10,7.031250,4.193824
1998-09-11,7.046875,4.203144
1998-09-14,7.062500,4.212463
1998-09-15,7.015625,4.184504
1998-09-16,7.015625,4.184504
1998-09-17,7.140625,4.259061
1998-09-18,7.250000,4.324299
1998-09-21,7.218750,4.305659
1998-09-22,7.187500,4.287020
1998-09-23,7.250000,4.324299
1998-09-24,7.343750,4.380216
1998-09-25,7.296875,4.352257
1998-09-28,7.281250,4.342938
1998-09-29,7.203125,4.296340
1998-09-30,7.187500,4.287020
1998-10-01,7.156250,4.268381
1998-10-02,7.234375,4.314979
1998-10-05,7.265625,4.333618
1998-10-06,7.312500,4.361577
1998-10-07,7.343750,4.380216
1998-10-08,7.234375,4.314979
1998-10-09,6.937500,4.137906
1998-10-12,7.156250,4.268381
1998-10-13,7.046875,4.203144
1998-10-14,7.156250,4.268381
1998-10-15,7.203125,4.296340
1998-10-16,7.265625,4.333618
1998-10-19,7.421875,4.426814
1998-10-20,7.390625,4.408175
1998-10-21,7.359375,4.389536
1998-10-22,7.375000,4.398855
1998-10-23,7.359375,4.389536
1998-10-26,7.375000,4.398855
1998-10-27,7.375000,4.398855
1998-10-28,7.390625,4.408175
1998-10-29,7.421875,4.426814
1998-10-30,7.421875,4.426814
1998-11-02,7.531250,4.492052
1998-11-03,7.500000,4.473412
1998-11-04,7.500000,4.473412
1998-11-05,7.515625,4.482732
1998-11-06,7.515625,4.482732
1998-11-09,7.468750,4.454773
1998-11-10,7.531250,4.492052
1998-11-11,7.531250,4.492052
1998-11-12,7.640625,4.557289
1998-11-13,7.640625,4.557289
1998-11-16,7.718750,4.603887
1998-11-17,7.796875,4.650485
1998-11-18,7.843750,4.678444
1998-11-19,7.812500,4.659805
1998-11-20,7.796875,4.650485
1998-11-23,7.921875,4.725042
1998-11-24,7.671875,4.575928
1998-11-25,7.640625,4.557289
1998-11-27,7.562500,4.510691
1998-11-30,7.593750,4.529330
1998-12-01,7.453125,4.445454
1998-12-02,7.468750,4.454773
1998-12-03,7.500000,4.473412
1998-12-04,7.515625,4.482732
1998-12-07,7.593750,4.529330
1998-12-08,7.859375,4.687763
1998-12-09,7.906250,4.715722
1998-12-10,7.921875,4.725042
1998-12-11,7.937500,4.734361
1998-12-14,7.984375,4.762320
1998-12-15,8.171875,4.874156
1998-12-16,8.171875,4.874156
1998-12-17,8.203125,4.892795
1998-12-18,8.234375,4.911434
1998-12-21,8.250000,4.920754
1998-12-22,8.250000,4.920754
1998-12-23,8.296875,4.948712
1998-12-24,8.562500,5.107146
1998-12-28,8.531250,5.088507
1998-12-29,8.609375,5.135105
1998-12-30,8.750000,5.218981
1998-12-31,8.921875,5.321497
1999-01-04,8.750000,5.218981
1999-01-05,8.718750,5.200342
1999-01-06,8.734375,5.209661
